issue_time,target_time,lead_hour,power_pred,accepted
2026-02-01T00:00:00+00:00,2026-02-01T11:00:00+00:00,12,0.19417836194523816,True
2026-02-01T00:00:00+00:00,2026-02-01T12:00:00+00:00,13,0.20391520728821694,True
2026-02-01T00:00:00+00:00,2026-02-01T13:00:00+00:00,14,0.22146254393253428,True
2026-02-01T00:00:00+00:00,2026-02-01T14:00:00+00:00,15,0.2498109185762636,True
2026-02-01T00:00:00+00:00,2026-02-01T15:00:00+00:00,16,0.2491647778572554,True
2026-02-01T00:00:00+00:00,2026-02-01T16:00:00+00:00,17,0.3732001812320974,True
2026-02-01T00:00:00+00:00,2026-02-01T17:00:00+00:00,18,0.33787431493026465,True
2026-02-01T00:00:00+00:00,2026-02-01T18:00:00+00:00,19,0.31332236609819347,True
2026-02-01T00:00:00+00:00,2026-02-01T19:00:00+00:00,20,0.37905398105242755,True
2026-02-01T00:00:00+00:00,2026-02-01T20:00:00+00:00,21,0.43060452476496514,True
2026-02-01T00:00:00+00:00,2026-02-01T21:00:00+00:00,22,0.5260457700934332,True
2026-02-01T00:00:00+00:00,2026-02-01T22:00:00+00:00,23,0.5200887722067336,True
2026-02-01T00:00:00+00:00,2026-02-01T23:00:00+00:00,24,0.4645564648946445,True
2026-02-01T00:00:00+00:00,2026-02-02T00:00:00+00:00,25,0.450636900520392,True
2026-02-01T00:00:00+00:00,2026-02-02T01:00:00+00:00,26,0.43219650962458156,True
2026-02-01T00:00:00+00:00,2026-02-02T02:00:00+00:00,27,0.4727070256630609,True
2026-02-01T00:00:00+00:00,2026-02-02T03:00:00+00:00,28,0.5127747979070274,True
2026-02-01T00:00:00+00:00,2026-02-02T04:00:00+00:00,29,0.6779289338081905,True
2026-02-01T00:00:00+00:00,2026-02-02T05:00:00+00:00,30,0.8053128080207277,True
2026-02-01T00:00:00+00:00,2026-02-02T06:00:00+00:00,31,0.8335142245334051,True
2026-02-01T00:00:00+00:00,2026-02-02T07:00:00+00:00,32,0.8865138580974391,True
2026-02-01T00:00:00+00:00,2026-02-02T08:00:00+00:00,33,0.9197338696246294,True
2026-02-01T00:00:00+00:00,2026-02-02T09:00:00+00:00,34,0.90024880336061,True
2026-02-01T00:00:00+00:00,2026-02-02T10:00:00+00:00,35,0.8727734694120557,True
2026-02-01T00:00:00+00:00,2026-02-02T11:00:00+00:00,36,0.7379770253808261,True
2026-02-01T00:00:00+00:00,2026-02-02T12:00:00+00:00,37,0.43453063818088145,True
2026-02-01T00:00:00+00:00,2026-02-02T13:00:00+00:00,38,0.27786939335205785,True
2026-02-01T00:00:00+00:00,2026-02-02T14:00:00+00:00,39,0.19283136487749047,True
2026-02-01T00:00:00+00:00,2026-02-02T15:00:00+00:00,40,0.17120607669770693,True
2026-02-01T00:00:00+00:00,2026-02-02T16:00:00+00:00,41,0.056091973180555976,True
2026-02-01T00:00:00+00:00,2026-02-02T17:00:00+00:00,42,0.04294646008073562,True
2026-02-01T00:00:00+00:00,2026-02-02T18:00:00+00:00,43,0.03719973759971428,True
2026-02-01T00:00:00+00:00,2026-02-02T19:00:00+00:00,44,0.03707530772004007,True
2026-02-01T00:00:00+00:00,2026-02-02T20:00:00+00:00,45,0.038494605424949514,True
2026-02-01T00:00:00+00:00,2026-02-02T21:00:00+00:00,46,0.042463782289008024,True
2026-02-01T00:00:00+00:00,2026-02-02T22:00:00+00:00,47,0.07512510190872636,True
2026-02-01T00:00:00+00:00,2026-02-02T23:00:00+00:00,48,0.11171067903858131,True
2026-02-02T00:00:00+00:00,2026-02-02T00:00:00+00:00,1,0.5532686961983221,True
2026-02-02T00:00:00+00:00,2026-02-02T01:00:00+00:00,2,0.5078650922575929,True
2026-02-02T00:00:00+00:00,2026-02-02T02:00:00+00:00,3,0.5143780871513605,True
2026-02-02T00:00:00+00:00,2026-02-02T03:00:00+00:00,4,0.619671473067398,True
2026-02-02T00:00:00+00:00,2026-02-02T04:00:00+00:00,5,0.7182166394571041,True
2026-02-02T00:00:00+00:00,2026-02-02T05:00:00+00:00,6,0.8169730149848968,True
2026-02-02T00:00:00+00:00,2026-02-02T06:00:00+00:00,7,0.8588563471185985,True
2026-02-02T00:00:00+00:00,2026-02-02T07:00:00+00:00,8,0.9212097717787888,True
2026-02-02T00:00:00+00:00,2026-02-02T08:00:00+00:00,9,0.9469290749242146,True
2026-02-02T00:00:00+00:00,2026-02-02T09:00:00+00:00,10,0.9396571321540312,True
2026-02-02T00:00:00+00:00,2026-02-02T10:00:00+00:00,11,0.9500363844099249,True
2026-02-02T00:00:00+00:00,2026-02-02T11:00:00+00:00,12,0.8956900422778842,True
2026-02-02T00:00:00+00:00,2026-02-02T12:00:00+00:00,13,0.576968413355105,True
2026-02-02T00:00:00+00:00,2026-02-02T13:00:00+00:00,14,0.24774490070851599,True
2026-02-02T00:00:00+00:00,2026-02-02T14:00:00+00:00,15,0.15433095262320556,True
2026-02-02T00:00:00+00:00,2026-02-02T15:00:00+00:00,16,0.13666993484073756,True
2026-02-02T00:00:00+00:00,2026-02-02T16:00:00+00:00,17,0.1357016237267717,True
2026-02-02T00:00:00+00:00,2026-02-02T17:00:00+00:00,18,0.10930205128276899,True
2026-02-02T00:00:00+00:00,2026-02-02T18:00:00+00:00,19,0.10621062341226922,True
2026-02-02T00:00:00+00:00,2026-02-02T19:00:00+00:00,20,0.13087785545147876,True
2026-02-02T00:00:00+00:00,2026-02-02T20:00:00+00:00,21,0.14220034509494037,True
2026-02-02T00:00:00+00:00,2026-02-02T21:00:00+00:00,22,0.14923532737274978,True
2026-02-02T00:00:00+00:00,2026-02-02T22:00:00+00:00,23,0.20133618204746423,True
2026-02-02T00:00:00+00:00,2026-02-02T23:00:00+00:00,24,0.2223717587584608,True
2026-02-02T00:00:00+00:00,2026-02-03T00:00:00+00:00,25,0.23013599936485046,True
2026-02-02T00:00:00+00:00,2026-02-03T01:00:00+00:00,26,0.11983097927362639,True
2026-02-02T00:00:00+00:00,2026-02-03T02:00:00+00:00,27,0.08482967700035329,True
2026-02-02T00:00:00+00:00,2026-02-03T03:00:00+00:00,28,0.06457166350493142,True
2026-02-02T00:00:00+00:00,2026-02-03T04:00:00+00:00,29,0.035977717707200964,True
2026-02-02T00:00:00+00:00,2026-02-03T05:00:00+00:00,30,0.025270928327620408,True
2026-02-02T00:00:00+00:00,2026-02-03T06:00:00+00:00,31,0.02237251343282184,True
2026-02-02T00:00:00+00:00,2026-02-03T07:00:00+00:00,32,0.013657525659859086,True
2026-02-02T00:00:00+00:00,2026-02-03T08:00:00+00:00,33,0.013767324708148475,True
2026-02-02T00:00:00+00:00,2026-02-03T09:00:00+00:00,34,0.021211195418888905,True
2026-02-02T00:00:00+00:00,2026-02-03T10:00:00+00:00,35,0.04557244528338609,True
2026-02-02T00:00:00+00:00,2026-02-03T11:00:00+00:00,36,0.056111872960098653,True
2026-02-02T00:00:00+00:00,2026-02-03T12:00:00+00:00,37,0.12671342242914874,True
2026-02-02T00:00:00+00:00,2026-02-03T13:00:00+00:00,38,0.27447531227174704,True
2026-02-02T00:00:00+00:00,2026-02-03T14:00:00+00:00,39,0.29996762562022555,True
2026-02-02T00:00:00+00:00,2026-02-03T15:00:00+00:00,40,0.3054266183731871,True
2026-02-02T00:00:00+00:00,2026-02-03T16:00:00+00:00,41,0.18969815889835462,True
2026-02-02T00:00:00+00:00,2026-02-03T17:00:00+00:00,42,0.2520516756881504,True
2026-02-02T00:00:00+00:00,2026-02-03T18:00:00+00:00,43,0.26713176870717936,True
2026-02-02T00:00:00+00:00,2026-02-03T19:00:00+00:00,44,0.27081402930850673,True
2026-02-02T00:00:00+00:00,2026-02-03T20:00:00+00:00,45,0.2277453810312256,True
2026-02-02T00:00:00+00:00,2026-02-03T21:00:00+00:00,46,0.23790939859121066,True
2026-02-02T00:00:00+00:00,2026-02-03T22:00:00+00:00,47,0.2805316975435183,True
2026-02-02T00:00:00+00:00,2026-02-03T23:00:00+00:00,48,0.27162636291656966,True
2026-02-03T00:00:00+00:00,2026-02-03T00:00:00+00:00,1,0.34670148013423313,True
2026-02-03T00:00:00+00:00,2026-02-03T01:00:00+00:00,2,0.13496541036316365,True
2026-02-03T00:00:00+00:00,2026-02-03T02:00:00+00:00,3,0.06874773575467973,True
2026-02-03T00:00:00+00:00,2026-02-03T03:00:00+00:00,4,0.058985148694912386,True
2026-02-03T00:00:00+00:00,2026-02-03T04:00:00+00:00,5,0.023335984659234258,True
2026-02-03T00:00:00+00:00,2026-02-03T05:00:00+00:00,6,0.023091710342725405,True
2026-02-03T00:00:00+00:00,2026-02-03T06:00:00+00:00,7,0.017892004820165227,True
2026-02-03T00:00:00+00:00,2026-02-03T07:00:00+00:00,8,0.02082712412878003,True
2026-02-03T00:00:00+00:00,2026-02-03T08:00:00+00:00,9,0.01656909147144129,True
2026-02-03T00:00:00+00:00,2026-02-03T09:00:00+00:00,10,0.01733558899815489,True
2026-02-03T00:00:00+00:00,2026-02-03T10:00:00+00:00,11,0.05427546819404067,True
2026-02-03T00:00:00+00:00,2026-02-03T11:00:00+00:00,12,0.16455885960003377,True
2026-02-03T00:00:00+00:00,2026-02-03T12:00:00+00:00,13,0.2400379530901919,True
2026-02-03T00:00:00+00:00,2026-02-03T13:00:00+00:00,14,0.3316316418835364,True
2026-02-03T00:00:00+00:00,2026-02-03T14:00:00+00:00,15,0.35868068829953637,True
2026-02-03T00:00:00+00:00,2026-02-03T15:00:00+00:00,16,0.38653900043571515,True
2026-02-03T00:00:00+00:00,2026-02-03T16:00:00+00:00,17,0.3000534685224117,True
2026-02-03T00:00:00+00:00,2026-02-03T17:00:00+00:00,18,0.23535706726374808,True
2026-02-03T00:00:00+00:00,2026-02-03T18:00:00+00:00,19,0.2202634921149868,True
2026-02-03T00:00:00+00:00,2026-02-03T19:00:00+00:00,20,0.21086826627765184,True
2026-02-03T00:00:00+00:00,2026-02-03T20:00:00+00:00,21,0.1894982710809884,True
2026-02-03T00:00:00+00:00,2026-02-03T21:00:00+00:00,22,0.28546684854665844,True
2026-02-03T00:00:00+00:00,2026-02-03T22:00:00+00:00,23,0.343357809150039,True
2026-02-03T00:00:00+00:00,2026-02-03T23:00:00+00:00,24,0.3272608304072342,True
2026-02-03T00:00:00+00:00,2026-02-04T00:00:00+00:00,25,0.4016597459085357,True
2026-02-03T00:00:00+00:00,2026-02-04T01:00:00+00:00,26,0.4024294438243097,True
2026-02-03T00:00:00+00:00,2026-02-04T02:00:00+00:00,27,0.35968256272883947,True
2026-02-03T00:00:00+00:00,2026-02-04T03:00:00+00:00,28,0.25866365138550546,True
2026-02-03T00:00:00+00:00,2026-02-04T04:00:00+00:00,29,0.20413226041035765,True
2026-02-03T00:00:00+00:00,2026-02-04T05:00:00+00:00,30,0.15968808424568917,True
2026-02-03T00:00:00+00:00,2026-02-04T06:00:00+00:00,31,0.10667190845345857,True
2026-02-03T00:00:00+00:00,2026-02-04T07:00:00+00:00,32,0.08595024613686927,True
2026-02-03T00:00:00+00:00,2026-02-04T08:00:00+00:00,33,0.08305647344716494,True
2026-02-03T00:00:00+00:00,2026-02-04T09:00:00+00:00,34,0.07877569438079252,True
2026-02-03T00:00:00+00:00,2026-02-04T10:00:00+00:00,35,0.101375268699959,True
2026-02-03T00:00:00+00:00,2026-02-04T11:00:00+00:00,36,0.046995072286010374,True
2026-02-03T00:00:00+00:00,2026-02-04T12:00:00+00:00,37,0.0462794464798729,True
2026-02-03T00:00:00+00:00,2026-02-04T13:00:00+00:00,38,0.09271062265949502,True
2026-02-03T00:00:00+00:00,2026-02-04T14:00:00+00:00,39,0.3302817424624598,True
2026-02-03T00:00:00+00:00,2026-02-04T15:00:00+00:00,40,0.6951066139571032,True
2026-02-03T00:00:00+00:00,2026-02-04T16:00:00+00:00,41,0.28546609647453286,True
2026-02-03T00:00:00+00:00,2026-02-04T17:00:00+00:00,42,0.43693441057024884,True
2026-02-03T00:00:00+00:00,2026-02-04T18:00:00+00:00,43,0.507853519834326,True
2026-02-03T00:00:00+00:00,2026-02-04T19:00:00+00:00,44,0.5475150687137617,True
2026-02-03T00:00:00+00:00,2026-02-04T20:00:00+00:00,45,0.7219889640927424,True
2026-02-03T00:00:00+00:00,2026-02-04T21:00:00+00:00,46,0.7138359258105303,True
2026-02-03T00:00:00+00:00,2026-02-04T22:00:00+00:00,47,0.7484342684102738,True
2026-02-03T00:00:00+00:00,2026-02-04T23:00:00+00:00,48,0.91354609799728,True
2026-02-04T00:00:00+00:00,2026-02-04T00:00:00+00:00,1,0.6112278016224966,True
2026-02-04T00:00:00+00:00,2026-02-04T01:00:00+00:00,2,0.4173014148214492,True
2026-02-04T00:00:00+00:00,2026-02-04T02:00:00+00:00,3,0.24393369822521188,True
2026-02-04T00:00:00+00:00,2026-02-04T03:00:00+00:00,4,0.17612414330768097,True
2026-02-04T00:00:00+00:00,2026-02-04T04:00:00+00:00,5,0.1489048462906282,True
2026-02-04T00:00:00+00:00,2026-02-04T05:00:00+00:00,6,0.10906972731272364,True
2026-02-04T00:00:00+00:00,2026-02-04T06:00:00+00:00,7,0.10757097936170223,True
2026-02-04T00:00:00+00:00,2026-02-04T07:00:00+00:00,8,0.09841413786979314,True
2026-02-04T00:00:00+00:00,2026-02-04T08:00:00+00:00,9,0.08432928923004598,True
2026-02-04T00:00:00+00:00,2026-02-04T09:00:00+00:00,10,0.08336659136346486,True
2026-02-04T00:00:00+00:00,2026-02-04T10:00:00+00:00,11,0.07770100572259625,True
2026-02-04T00:00:00+00:00,2026-02-04T11:00:00+00:00,12,0.03923987918517741,True
2026-02-04T00:00:00+00:00,2026-02-04T12:00:00+00:00,13,0.030429157980543676,True
2026-02-04T00:00:00+00:00,2026-02-04T13:00:00+00:00,14,0.17389085396036758,True
2026-02-04T00:00:00+00:00,2026-02-04T14:00:00+00:00,15,0.4471877488214239,True
2026-02-04T00:00:00+00:00,2026-02-04T15:00:00+00:00,16,0.7731328290407369,True
2026-02-04T00:00:00+00:00,2026-02-04T16:00:00+00:00,17,0.779632153973879,True
2026-02-04T00:00:00+00:00,2026-02-04T17:00:00+00:00,18,0.7264068783368627,True
2026-02-04T00:00:00+00:00,2026-02-04T18:00:00+00:00,19,0.7892687713894728,True
2026-02-04T00:00:00+00:00,2026-02-04T19:00:00+00:00,20,0.9031419858419868,True
2026-02-04T00:00:00+00:00,2026-02-04T20:00:00+00:00,21,0.9425822113865029,True
2026-02-04T00:00:00+00:00,2026-02-04T21:00:00+00:00,22,0.96847529441305,True
2026-02-04T00:00:00+00:00,2026-02-04T22:00:00+00:00,23,0.9761351717330031,True
2026-02-04T00:00:00+00:00,2026-02-04T23:00:00+00:00,24,0.9748431113715753,True
2026-02-04T00:00:00+00:00,2026-02-05T00:00:00+00:00,25,0.9772160575617636,True
2026-02-04T00:00:00+00:00,2026-02-05T01:00:00+00:00,26,0.9775473097789457,True
2026-02-04T00:00:00+00:00,2026-02-05T02:00:00+00:00,27,0.978008669018736,True
2026-02-04T00:00:00+00:00,2026-02-05T03:00:00+00:00,28,0.9781004517866536,True
2026-02-04T00:00:00+00:00,2026-02-05T04:00:00+00:00,29,0.9744793689142746,True
2026-02-04T00:00:00+00:00,2026-02-05T05:00:00+00:00,30,0.979477531035359,True
2026-02-04T00:00:00+00:00,2026-02-05T06:00:00+00:00,31,0.980649529015286,True
2026-02-04T00:00:00+00:00,2026-02-05T07:00:00+00:00,32,0.9803665573771193,True
2026-02-04T00:00:00+00:00,2026-02-05T08:00:00+00:00,33,0.9771793779500431,True
2026-02-04T00:00:00+00:00,2026-02-05T09:00:00+00:00,34,0.9670453959492494,True
2026-02-04T00:00:00+00:00,2026-02-05T10:00:00+00:00,35,0.9707111606777263,True
2026-02-04T00:00:00+00:00,2026-02-05T11:00:00+00:00,36,0.9781982373776266,True
2026-02-04T00:00:00+00:00,2026-02-05T12:00:00+00:00,37,0.972514081691817,True
2026-02-04T00:00:00+00:00,2026-02-05T13:00:00+00:00,38,0.9063126187827398,True
2026-02-04T00:00:00+00:00,2026-02-05T14:00:00+00:00,39,0.8461883810661949,True
2026-02-04T00:00:00+00:00,2026-02-05T15:00:00+00:00,40,0.8031923888611023,True
2026-02-04T00:00:00+00:00,2026-02-05T16:00:00+00:00,41,0.7904684983215065,True
2026-02-04T00:00:00+00:00,2026-02-05T17:00:00+00:00,42,0.6492473197404777,True
2026-02-04T00:00:00+00:00,2026-02-05T18:00:00+00:00,43,0.5186858275596451,True
2026-02-04T00:00:00+00:00,2026-02-05T19:00:00+00:00,44,0.5013259981558926,True
2026-02-04T00:00:00+00:00,2026-02-05T20:00:00+00:00,45,0.42901819305830013,True
2026-02-04T00:00:00+00:00,2026-02-05T21:00:00+00:00,46,0.22589937711392433,True
2026-02-04T00:00:00+00:00,2026-02-05T22:00:00+00:00,47,0.10980184066302531,True
2026-02-04T00:00:00+00:00,2026-02-05T23:00:00+00:00,48,0.06745847909375959,True
2026-02-05T00:00:00+00:00,2026-02-05T00:00:00+00:00,1,0.975222538641753,True
2026-02-05T00:00:00+00:00,2026-02-05T01:00:00+00:00,2,0.9755095659762926,True
2026-02-05T00:00:00+00:00,2026-02-05T02:00:00+00:00,3,0.975535245562878,True
2026-02-05T00:00:00+00:00,2026-02-05T03:00:00+00:00,4,0.9699049298610932,True
2026-02-05T00:00:00+00:00,2026-02-05T04:00:00+00:00,5,0.9720811753692863,True
2026-02-05T00:00:00+00:00,2026-02-05T05:00:00+00:00,6,0.9720290133168227,True
2026-02-05T00:00:00+00:00,2026-02-05T06:00:00+00:00,7,0.9721778791685936,True
2026-02-05T00:00:00+00:00,2026-02-05T07:00:00+00:00,8,0.9717170005267476,True
2026-02-05T00:00:00+00:00,2026-02-05T08:00:00+00:00,9,0.9697444492928337,True
2026-02-05T00:00:00+00:00,2026-02-05T09:00:00+00:00,10,0.9693537460692364,True
2026-02-05T00:00:00+00:00,2026-02-05T10:00:00+00:00,11,0.9842935442360642,True
2026-02-05T00:00:00+00:00,2026-02-05T11:00:00+00:00,12,0.9891745474884607,True
2026-02-05T00:00:00+00:00,2026-02-05T12:00:00+00:00,13,0.8750842385258768,True
2026-02-05T00:00:00+00:00,2026-02-05T13:00:00+00:00,14,0.8237210662656433,True
2026-02-05T00:00:00+00:00,2026-02-05T14:00:00+00:00,15,0.7883495548531713,True
2026-02-05T00:00:00+00:00,2026-02-05T15:00:00+00:00,16,0.7659094178528599,True
2026-02-05T00:00:00+00:00,2026-02-05T16:00:00+00:00,17,0.6220749996918103,True
2026-02-05T00:00:00+00:00,2026-02-05T17:00:00+00:00,18,0.4429654956222906,True
2026-02-05T00:00:00+00:00,2026-02-05T18:00:00+00:00,19,0.4197585215919205,True
2026-02-05T00:00:00+00:00,2026-02-05T19:00:00+00:00,20,0.4313491831126459,True
2026-02-05T00:00:00+00:00,2026-02-05T20:00:00+00:00,21,0.3534639178459526,True
2026-02-05T00:00:00+00:00,2026-02-05T21:00:00+00:00,22,0.17221371007582428,True
2026-02-05T00:00:00+00:00,2026-02-05T22:00:00+00:00,23,0.07647626980965021,True
2026-02-05T00:00:00+00:00,2026-02-05T23:00:00+00:00,24,0.03238967283714137,True
2026-02-05T00:00:00+00:00,2026-02-06T00:00:00+00:00,25,0.012426131845770782,True
2026-02-05T00:00:00+00:00,2026-02-06T01:00:00+00:00,26,0.014006682056203841,True
2026-02-05T00:00:00+00:00,2026-02-06T02:00:00+00:00,27,0.034813666501172034,True
2026-02-05T00:00:00+00:00,2026-02-06T03:00:00+00:00,28,0.1523384788773812,True
2026-02-05T00:00:00+00:00,2026-02-06T04:00:00+00:00,29,0.19865054865737025,True
2026-02-05T00:00:00+00:00,2026-02-06T05:00:00+00:00,30,0.4967219147535641,True
2026-02-05T00:00:00+00:00,2026-02-06T06:00:00+00:00,31,0.6590445484197103,True
2026-02-05T00:00:00+00:00,2026-02-06T07:00:00+00:00,32,0.718122244025454,True
2026-02-05T00:00:00+00:00,2026-02-06T08:00:00+00:00,33,0.9612920899475849,True
2026-02-05T00:00:00+00:00,2026-02-06T09:00:00+00:00,34,0.9750657606195952,True
2026-02-05T00:00:00+00:00,2026-02-06T10:00:00+00:00,35,0.9755354486757333,True
2026-02-05T00:00:00+00:00,2026-02-06T11:00:00+00:00,36,0.9781228357686116,True
2026-02-05T00:00:00+00:00,2026-02-06T12:00:00+00:00,37,0.9784145045979853,True
2026-02-05T00:00:00+00:00,2026-02-06T13:00:00+00:00,38,0.9788907112889855,True
2026-02-05T00:00:00+00:00,2026-02-06T14:00:00+00:00,39,0.9768704140381818,True
2026-02-05T00:00:00+00:00,2026-02-06T15:00:00+00:00,40,0.9764823613560412,True
2026-02-05T00:00:00+00:00,2026-02-06T16:00:00+00:00,41,0.9528725483586573,True
2026-02-05T00:00:00+00:00,2026-02-06T17:00:00+00:00,42,0.912540743131142,True
2026-02-05T00:00:00+00:00,2026-02-06T18:00:00+00:00,43,0.9046721827181544,True
2026-02-05T00:00:00+00:00,2026-02-06T19:00:00+00:00,44,0.7018723651833549,True
2026-02-05T00:00:00+00:00,2026-02-06T20:00:00+00:00,45,0.6076921948497477,True
2026-02-05T00:00:00+00:00,2026-02-06T21:00:00+00:00,46,0.40696425521628476,True
2026-02-05T00:00:00+00:00,2026-02-06T22:00:00+00:00,47,0.38215159452517744,True
2026-02-05T00:00:00+00:00,2026-02-06T23:00:00+00:00,48,0.34327543256179327,True
2026-02-06T00:00:00+00:00,2026-02-06T00:00:00+00:00,1,0.07291319692743214,True
2026-02-06T00:00:00+00:00,2026-02-06T01:00:00+00:00,2,0.03717088831805225,True
2026-02-06T00:00:00+00:00,2026-02-06T02:00:00+00:00,3,0.018006577717639118,True
2026-02-06T00:00:00+00:00,2026-02-06T03:00:00+00:00,4,0.03706394477683411,True
2026-02-06T00:00:00+00:00,2026-02-06T04:00:00+00:00,5,0.05349228433577252,True
2026-02-06T00:00:00+00:00,2026-02-06T05:00:00+00:00,6,0.062178360613336314,True
2026-02-06T00:00:00+00:00,2026-02-06T06:00:00+00:00,7,0.18953558260543066,True
2026-02-06T00:00:00+00:00,2026-02-06T07:00:00+00:00,8,0.5871128459318666,True
2026-02-06T00:00:00+00:00,2026-02-06T08:00:00+00:00,9,0.9225096870781538,True
