issue_time,target_time,target_time_local,lead_hour,power_pred
2026-02-01,2026-02-01 12:00:00,2026-02-01 18:00:00,13,0.37899999999999995
2026-02-01,2026-02-01 13:00:00,2026-02-01 19:00:00,14,0.4220729166666665
2026-02-01,2026-02-01 14:00:00,2026-02-01 20:00:00,15,0.45681875000000016
2026-02-01,2026-02-01 15:00:00,2026-02-01 21:00:00,16,0.4859604166666666
2026-02-01,2026-02-01 16:00:00,2026-02-01 22:00:00,17,0.6054645833333339
2026-02-01,2026-02-01 17:00:00,2026-02-01 23:00:00,18,0.5806333333333333
2026-02-01,2026-02-01 18:00:00,2026-02-02 00:00:00,19,0.594333333333333
2026-02-01,2026-02-01 19:00:00,2026-02-02 01:00:00,20,0.6808145833333334
2026-02-01,2026-02-01 20:00:00,2026-02-02 02:00:00,21,0.7122979166666666
2026-02-01,2026-02-01 21:00:00,2026-02-02 03:00:00,22,0.73091875
2026-02-01,2026-02-01 22:00:00,2026-02-02 04:00:00,23,0.7832583333333332
2026-02-01,2026-02-01 23:00:00,2026-02-02 05:00:00,24,0.8195499999999998
2026-02-01,2026-02-02 00:00:00,2026-02-02 06:00:00,25,0.8284833333333333
2026-02-01,2026-02-02 01:00:00,2026-02-02 07:00:00,26,0.8474666666666665
2026-02-01,2026-02-02 02:00:00,2026-02-02 08:00:00,27,0.8629416666666669
2026-02-01,2026-02-02 03:00:00,2026-02-02 09:00:00,28,0.8717166666666666
2026-02-01,2026-02-02 04:00:00,2026-02-02 10:00:00,29,0.9221666666666667
2026-02-01,2026-02-02 05:00:00,2026-02-02 11:00:00,30,0.93281875
2026-02-01,2026-02-02 06:00:00,2026-02-02 12:00:00,31,0.9458208333333333
2026-02-01,2026-02-02 07:00:00,2026-02-02 13:00:00,32,0.9629375
2026-02-01,2026-02-02 08:00:00,2026-02-02 14:00:00,33,0.9660416666666667
2026-02-01,2026-02-02 09:00:00,2026-02-02 15:00:00,34,0.95948125
2026-02-01,2026-02-02 10:00:00,2026-02-02 16:00:00,35,0.9380854166666667
2026-02-01,2026-02-02 11:00:00,2026-02-02 17:00:00,36,0.8497000000000001
2026-02-01,2026-02-02 12:00:00,2026-02-02 18:00:00,37,0.5123208333333334
2026-02-01,2026-02-02 13:00:00,2026-02-02 19:00:00,38,0.40175833333333333
2026-02-01,2026-02-02 14:00:00,2026-02-02 20:00:00,39,0.3140875000000001
2026-02-01,2026-02-02 15:00:00,2026-02-02 21:00:00,40,0.30007500000000004
2026-02-01,2026-02-02 16:00:00,2026-02-02 22:00:00,41,0.07682291666666669
2026-02-01,2026-02-02 17:00:00,2026-02-02 23:00:00,42,0.05448333333333333
2026-02-01,2026-02-02 18:00:00,2026-02-03 00:00:00,43,0.04346666666666667
2026-02-01,2026-02-02 19:00:00,2026-02-03 01:00:00,44,0.04365
2026-02-01,2026-02-02 20:00:00,2026-02-03 02:00:00,45,0.04501666666666667
2026-02-01,2026-02-02 21:00:00,2026-02-03 03:00:00,46,0.06741666666666665
2026-02-01,2026-02-02 22:00:00,2026-02-03 04:00:00,47,0.10191666666666666
2026-02-01,2026-02-02 23:00:00,2026-02-03 05:00:00,48,0.20324166666666665
2026-02-02,2026-02-02 00:00:00,2026-02-02 06:00:00,1,0.9360999999999999
2026-02-02,2026-02-02 01:00:00,2026-02-02 07:00:00,2,0.9520833333333334
2026-02-02,2026-02-02 02:00:00,2026-02-02 08:00:00,3,0.9520833333333334
2026-02-02,2026-02-02 03:00:00,2026-02-02 09:00:00,4,0.9526666666666667
2026-02-02,2026-02-02 04:00:00,2026-02-02 10:00:00,5,0.9549270833333334
2026-02-02,2026-02-02 05:00:00,2026-02-02 11:00:00,6,0.9566770833333333
2026-02-02,2026-02-02 06:00:00,2026-02-02 12:00:00,7,0.9572604166666667
2026-02-02,2026-02-02 07:00:00,2026-02-02 13:00:00,8,0.9624375000000001
2026-02-02,2026-02-02 08:00:00,2026-02-02 14:00:00,9,0.9610520833333334
2026-02-02,2026-02-02 09:00:00,2026-02-02 15:00:00,10,0.9520833333333334
2026-02-02,2026-02-02 10:00:00,2026-02-02 16:00:00,11,0.9241124999999999
2026-02-02,2026-02-02 11:00:00,2026-02-02 17:00:00,12,0.8406624999999999
2026-02-02,2026-02-02 12:00:00,2026-02-02 18:00:00,13,0.5767791666666668
2026-02-02,2026-02-02 13:00:00,2026-02-02 19:00:00,14,0.4472916666666667
2026-02-02,2026-02-02 14:00:00,2026-02-02 20:00:00,15,0.32554583333333337
2026-02-02,2026-02-02 15:00:00,2026-02-02 21:00:00,16,0.27792500000000003
2026-02-02,2026-02-02 16:00:00,2026-02-02 22:00:00,17,0.26822291666666664
2026-02-02,2026-02-02 17:00:00,2026-02-02 23:00:00,18,0.22111041666666673
2026-02-02,2026-02-02 18:00:00,2026-02-03 00:00:00,19,0.23207916666666661
2026-02-02,2026-02-02 19:00:00,2026-02-03 01:00:00,20,0.309575
2026-02-02,2026-02-02 20:00:00,2026-02-03 02:00:00,21,0.4182833333333331
2026-02-02,2026-02-02 21:00:00,2026-02-03 03:00:00,22,0.49507083333333357
2026-02-02,2026-02-02 22:00:00,2026-02-03 04:00:00,23,0.5243958333333335
2026-02-02,2026-02-02 23:00:00,2026-02-03 05:00:00,24,0.582345833333333
2026-02-02,2026-02-03 00:00:00,2026-02-03 06:00:00,25,0.5220958333333333
2026-02-02,2026-02-03 01:00:00,2026-02-03 07:00:00,26,0.46443333333333325
2026-02-02,2026-02-03 02:00:00,2026-02-03 08:00:00,27,0.4009083333333333
2026-02-02,2026-02-03 03:00:00,2026-02-03 09:00:00,28,0.26317083333333335
2026-02-02,2026-02-03 04:00:00,2026-02-03 10:00:00,29,0.11013541666666662
2026-02-02,2026-02-03 05:00:00,2026-02-03 11:00:00,30,0.06091666666666667
2026-02-02,2026-02-03 06:00:00,2026-02-03 12:00:00,31,0.05847916666666667
2026-02-02,2026-02-03 07:00:00,2026-02-03 13:00:00,32,0.05544791666666667
2026-02-02,2026-02-03 08:00:00,2026-02-03 14:00:00,33,0.04260833333333333
2026-02-02,2026-02-03 09:00:00,2026-02-03 15:00:00,34,0.04481666666666666
2026-02-02,2026-02-03 10:00:00,2026-02-03 16:00:00,35,0.058791666666666666
2026-02-02,2026-02-03 11:00:00,2026-02-03 17:00:00,36,0.05904166666666667
2026-02-02,2026-02-03 12:00:00,2026-02-03 18:00:00,37,0.05697916666666667
2026-02-02,2026-02-03 13:00:00,2026-02-03 19:00:00,38,0.06029166666666667
2026-02-02,2026-02-03 14:00:00,2026-02-03 20:00:00,39,0.06441666666666669
2026-02-02,2026-02-03 15:00:00,2026-02-03 21:00:00,40,0.07356041666666667
2026-02-02,2026-02-03 16:00:00,2026-02-03 22:00:00,41,0.10258333333333333
2026-02-02,2026-02-03 17:00:00,2026-02-03 23:00:00,42,0.12960000000000008
2026-02-02,2026-02-03 18:00:00,2026-02-04 00:00:00,43,0.1924333333333334
2026-02-02,2026-02-03 19:00:00,2026-02-04 01:00:00,44,0.14086666666666667
2026-02-02,2026-02-03 20:00:00,2026-02-04 02:00:00,45,0.10541666666666667
2026-02-02,2026-02-03 21:00:00,2026-02-04 03:00:00,46,0.10716666666666669
2026-02-02,2026-02-03 22:00:00,2026-02-04 04:00:00,47,0.13176666666666678
2026-02-02,2026-02-03 23:00:00,2026-02-04 05:00:00,48,0.1577666666666667
2026-02-03,2026-02-03 00:00:00,2026-02-03 06:00:00,1,0.6185791666666671
2026-02-03,2026-02-03 01:00:00,2026-02-03 07:00:00,2,0.5093125
2026-02-03,2026-02-03 02:00:00,2026-02-03 08:00:00,3,0.34115625000000005
2026-02-03,2026-02-03 03:00:00,2026-02-03 09:00:00,4,0.20319583333333333
2026-02-03,2026-02-03 04:00:00,2026-02-03 10:00:00,5,0.0649166666666667
2026-02-03,2026-02-03 05:00:00,2026-02-03 11:00:00,6,0.0625
2026-02-03,2026-02-03 06:00:00,2026-02-03 12:00:00,7,0.0625
2026-02-03,2026-02-03 07:00:00,2026-02-03 13:00:00,8,0.0625
2026-02-03,2026-02-03 08:00:00,2026-02-03 14:00:00,9,0.05613958333333334
2026-02-03,2026-02-03 09:00:00,2026-02-03 15:00:00,10,0.050222916666666666
2026-02-03,2026-02-03 10:00:00,2026-02-03 16:00:00,11,0.06176041666666665
2026-02-03,2026-02-03 11:00:00,2026-02-03 17:00:00,12,0.06298333333333332
2026-02-03,2026-02-03 12:00:00,2026-02-03 18:00:00,13,0.11966458333333334
2026-02-03,2026-02-03 13:00:00,2026-02-03 19:00:00,14,0.20268541666666667
2026-02-03,2026-02-03 14:00:00,2026-02-03 20:00:00,15,0.25351666666666667
2026-02-03,2026-02-03 15:00:00,2026-02-03 21:00:00,16,0.2871083333333333
2026-02-03,2026-02-03 16:00:00,2026-02-03 22:00:00,17,0.07583749999999999
2026-02-03,2026-02-03 17:00:00,2026-02-03 23:00:00,18,0.09182916666666668
2026-02-03,2026-02-03 18:00:00,2026-02-04 00:00:00,19,0.13605833333333334
2026-02-03,2026-02-03 19:00:00,2026-02-04 01:00:00,20,0.13578541666666671
2026-02-03,2026-02-03 20:00:00,2026-02-04 02:00:00,21,0.1229583333333334
2026-02-03,2026-02-03 21:00:00,2026-02-04 03:00:00,22,0.1765333333333334
2026-02-03,2026-02-03 22:00:00,2026-02-04 04:00:00,23,0.22037916666666668
2026-02-03,2026-02-03 23:00:00,2026-02-04 05:00:00,24,0.2547479166666667
2026-02-03,2026-02-04 00:00:00,2026-02-04 06:00:00,25,0.2916645833333333
2026-02-03,2026-02-04 01:00:00,2026-02-04 07:00:00,26,0.3027666666666667
2026-02-03,2026-02-04 02:00:00,2026-02-04 08:00:00,27,0.30062916666666667
2026-02-03,2026-02-04 03:00:00,2026-02-04 09:00:00,28,0.2866125
2026-02-03,2026-02-04 04:00:00,2026-02-04 10:00:00,29,0.2532854166666667
2026-02-03,2026-02-04 05:00:00,2026-02-04 11:00:00,30,0.18432083333333343
2026-02-03,2026-02-04 06:00:00,2026-02-04 12:00:00,31,0.10129791666666667
2026-02-03,2026-02-04 07:00:00,2026-02-04 13:00:00,32,0.07163541666666666
2026-02-03,2026-02-04 08:00:00,2026-02-04 14:00:00,33,0.07032916666666665
2026-02-03,2026-02-04 09:00:00,2026-02-04 15:00:00,34,0.07445416666666665
2026-02-03,2026-02-04 10:00:00,2026-02-04 16:00:00,35,0.07878333333333333
2026-02-03,2026-02-04 11:00:00,2026-02-04 17:00:00,36,0.05760416666666667
2026-02-03,2026-02-04 12:00:00,2026-02-04 18:00:00,37,0.027983333333333332
2026-02-03,2026-02-04 13:00:00,2026-02-04 19:00:00,38,0.0686791666666667
2026-02-03,2026-02-04 14:00:00,2026-02-04 20:00:00,39,0.3065666666666667
2026-02-03,2026-02-04 15:00:00,2026-02-04 21:00:00,40,0.5114583333333333
2026-02-03,2026-02-04 16:00:00,2026-02-04 22:00:00,41,0.13436666666666658
2026-02-03,2026-02-04 17:00:00,2026-02-04 23:00:00,42,0.2650958333333334
2026-02-03,2026-02-04 18:00:00,2026-02-05 00:00:00,43,0.36723333333333336
2026-02-03,2026-02-04 19:00:00,2026-02-05 01:00:00,44,0.42455000000000004
2026-02-03,2026-02-04 20:00:00,2026-02-05 02:00:00,45,0.5197666666666673
2026-02-03,2026-02-04 21:00:00,2026-02-05 03:00:00,46,0.6495666666666666
2026-02-03,2026-02-04 22:00:00,2026-02-05 04:00:00,47,0.7124999999999999
2026-02-03,2026-02-04 23:00:00,2026-02-05 05:00:00,48,0.9118999999999999
2026-02-04,2026-02-04 00:00:00,2026-02-04 06:00:00,1,0.43776458333333323
2026-02-04,2026-02-04 01:00:00,2026-02-04 07:00:00,2,0.30490833333333334
2026-02-04,2026-02-04 02:00:00,2026-02-04 08:00:00,3,0.2054416666666667
2026-02-04,2026-02-04 03:00:00,2026-02-04 09:00:00,4,0.14486250000000003
2026-02-04,2026-02-04 04:00:00,2026-02-04 10:00:00,5,0.08424999999999996
2026-02-04,2026-02-04 05:00:00,2026-02-04 11:00:00,6,0.0625
2026-02-04,2026-02-04 06:00:00,2026-02-04 12:00:00,7,0.0625
2026-02-04,2026-02-04 07:00:00,2026-02-04 13:00:00,8,0.04756041666666664
2026-02-04,2026-02-04 08:00:00,2026-02-04 14:00:00,9,0.03824166666666665
2026-02-04,2026-02-04 09:00:00,2026-02-04 15:00:00,10,0.03350833333333332
2026-02-04,2026-02-04 10:00:00,2026-02-04 16:00:00,11,0.026200000000000005
2026-02-04,2026-02-04 11:00:00,2026-02-04 17:00:00,12,0.053920833333333335
2026-02-04,2026-02-04 12:00:00,2026-02-04 18:00:00,13,0.09246666666666663
2026-02-04,2026-02-04 13:00:00,2026-02-04 19:00:00,14,0.19992916666666666
2026-02-04,2026-02-04 14:00:00,2026-02-04 20:00:00,15,0.4769937500000001
2026-02-04,2026-02-04 15:00:00,2026-02-04 21:00:00,16,0.7536833333333335
2026-02-04,2026-02-04 16:00:00,2026-02-04 22:00:00,17,0.72410625
2026-02-04,2026-02-04 17:00:00,2026-02-04 23:00:00,18,0.7452916666666666
2026-02-04,2026-02-04 18:00:00,2026-02-05 00:00:00,19,0.8502583333333333
2026-02-04,2026-02-04 19:00:00,2026-02-05 01:00:00,20,0.9290166666666667
2026-02-04,2026-02-04 20:00:00,2026-02-05 02:00:00,21,0.9675
2026-02-04,2026-02-04 21:00:00,2026-02-05 03:00:00,22,0.9763291666666667
2026-02-04,2026-02-04 22:00:00,2026-02-05 04:00:00,23,0.979
2026-02-04,2026-02-04 23:00:00,2026-02-05 05:00:00,24,0.98
2026-02-04,2026-02-05 00:00:00,2026-02-05 06:00:00,25,0.98
2026-02-04,2026-02-05 01:00:00,2026-02-05 07:00:00,26,0.98
2026-02-04,2026-02-05 02:00:00,2026-02-05 08:00:00,27,0.98
2026-02-04,2026-02-05 03:00:00,2026-02-05 09:00:00,28,0.98
2026-02-04,2026-02-05 04:00:00,2026-02-05 10:00:00,29,0.98
2026-02-04,2026-02-05 05:00:00,2026-02-05 11:00:00,30,0.98
2026-02-04,2026-02-05 06:00:00,2026-02-05 12:00:00,31,0.98
2026-02-04,2026-02-05 07:00:00,2026-02-05 13:00:00,32,0.98
2026-02-04,2026-02-05 08:00:00,2026-02-05 14:00:00,33,0.98
2026-02-04,2026-02-05 09:00:00,2026-02-05 15:00:00,34,0.979725
2026-02-04,2026-02-05 10:00:00,2026-02-05 16:00:00,35,0.9778187500000001
2026-02-04,2026-02-05 11:00:00,2026-02-05 17:00:00,36,0.9680416666666667
2026-02-04,2026-02-05 12:00:00,2026-02-05 18:00:00,37,0.9298166666666666
2026-02-04,2026-02-05 13:00:00,2026-02-05 19:00:00,38,0.8977041666666667
2026-02-04,2026-02-05 14:00:00,2026-02-05 20:00:00,39,0.83295
2026-02-04,2026-02-05 15:00:00,2026-02-05 21:00:00,40,0.7670666666666666
2026-02-04,2026-02-05 16:00:00,2026-02-05 22:00:00,41,0.7934249999999998
2026-02-04,2026-02-05 17:00:00,2026-02-05 23:00:00,42,0.7124999999999999
2026-02-04,2026-02-05 18:00:00,2026-02-06 00:00:00,43,0.6476000000000003
2026-02-04,2026-02-05 19:00:00,2026-02-06 01:00:00,44,0.52665
2026-02-04,2026-02-05 20:00:00,2026-02-06 02:00:00,45,0.43890833333333323
2026-02-04,2026-02-05 21:00:00,2026-02-06 03:00:00,46,0.4091666666666667
2026-02-04,2026-02-05 22:00:00,2026-02-06 04:00:00,47,0.31295208333333335
2026-02-04,2026-02-05 23:00:00,2026-02-06 05:00:00,48,0.21143333333333353
2026-02-05,2026-02-05 00:00:00,2026-02-05 06:00:00,1,0.98
2026-02-05,2026-02-05 01:00:00,2026-02-05 07:00:00,2,0.98
2026-02-05,2026-02-05 02:00:00,2026-02-05 08:00:00,3,0.98
2026-02-05,2026-02-05 03:00:00,2026-02-05 09:00:00,4,0.98
2026-02-05,2026-02-05 04:00:00,2026-02-05 10:00:00,5,0.9799208333333334
2026-02-05,2026-02-05 05:00:00,2026-02-05 11:00:00,6,0.979475
2026-02-05,2026-02-05 06:00:00,2026-02-05 12:00:00,7,0.979125
2026-02-05,2026-02-05 07:00:00,2026-02-05 13:00:00,8,0.9779375
2026-02-05,2026-02-05 08:00:00,2026-02-05 14:00:00,9,0.9770458333333333
2026-02-05,2026-02-05 09:00:00,2026-02-05 15:00:00,10,0.9760708333333333
2026-02-05,2026-02-05 10:00:00,2026-02-05 16:00:00,11,0.9636041666666667
2026-02-05,2026-02-05 11:00:00,2026-02-05 17:00:00,12,0.9506562500000001
2026-02-05,2026-02-05 12:00:00,2026-02-05 18:00:00,13,0.8768874999999999
2026-02-05,2026-02-05 13:00:00,2026-02-05 19:00:00,14,0.8642375000000002
2026-02-05,2026-02-05 14:00:00,2026-02-05 20:00:00,15,0.847275
2026-02-05,2026-02-05 15:00:00,2026-02-05 21:00:00,16,0.8299208333333332
2026-02-05,2026-02-05 16:00:00,2026-02-05 22:00:00,17,0.7320541666666667
2026-02-05,2026-02-05 17:00:00,2026-02-05 23:00:00,18,0.7182020833333334
2026-02-05,2026-02-05 18:00:00,2026-02-06 00:00:00,19,0.7163854166666666
2026-02-05,2026-02-05 19:00:00,2026-02-06 01:00:00,20,0.7013979166666666
2026-02-05,2026-02-05 20:00:00,2026-02-06 02:00:00,21,0.5438145833333334
2026-02-05,2026-02-05 21:00:00,2026-02-06 03:00:00,22,0.41600833333333337
2026-02-05,2026-02-05 22:00:00,2026-02-06 04:00:00,23,0.3023708333333333
2026-02-05,2026-02-05 23:00:00,2026-02-06 05:00:00,24,0.15188750000000006
2026-02-05,2026-02-06 00:00:00,2026-02-06 06:00:00,25,0.04492708333333334
2026-02-05,2026-02-06 01:00:00,2026-02-06 07:00:00,26,0.021320833333333337
2026-02-05,2026-02-06 02:00:00,2026-02-06 08:00:00,27,0.022895833333333334
2026-02-05,2026-02-06 03:00:00,2026-02-06 09:00:00,28,0.04790833333333334
2026-02-05,2026-02-06 04:00:00,2026-02-06 10:00:00,29,0.06661666666666666
2026-02-05,2026-02-06 05:00:00,2026-02-06 11:00:00,30,0.17301041666666672
2026-02-05,2026-02-06 06:00:00,2026-02-06 12:00:00,31,0.306725
2026-02-05,2026-02-06 07:00:00,2026-02-06 13:00:00,32,0.47408333333333347
2026-02-05,2026-02-06 08:00:00,2026-02-06 14:00:00,33,0.9254666666666668
2026-02-05,2026-02-06 09:00:00,2026-02-06 15:00:00,34,0.9799333333333333
2026-02-05,2026-02-06 10:00:00,2026-02-06 16:00:00,35,0.98
2026-02-05,2026-02-06 11:00:00,2026-02-06 17:00:00,36,0.98
2026-02-05,2026-02-06 12:00:00,2026-02-06 18:00:00,37,0.98
2026-02-05,2026-02-06 13:00:00,2026-02-06 19:00:00,38,0.98
2026-02-05,2026-02-06 14:00:00,2026-02-06 20:00:00,39,0.98
2026-02-05,2026-02-06 15:00:00,2026-02-06 21:00:00,40,0.9794916666666666
2026-02-05,2026-02-06 16:00:00,2026-02-06 22:00:00,41,0.9075
2026-02-05,2026-02-06 17:00:00,2026-02-06 23:00:00,42,0.7768500000000003
2026-02-05,2026-02-06 18:00:00,2026-02-07 00:00:00,43,0.7124999999999999
2026-02-05,2026-02-06 19:00:00,2026-02-07 01:00:00,44,0.417075
2026-02-05,2026-02-06 20:00:00,2026-02-07 02:00:00,45,0.34299375
2026-02-05,2026-02-06 21:00:00,2026-02-07 03:00:00,46,0.3045833333333333
2026-02-05,2026-02-06 22:00:00,2026-02-07 04:00:00,47,0.21852083333333336
2026-02-05,2026-02-06 23:00:00,2026-02-07 05:00:00,48,0.199575
2026-02-06,2026-02-06 00:00:00,2026-02-06 06:00:00,1,0.29290833333333327
2026-02-06,2026-02-06 01:00:00,2026-02-06 07:00:00,2,0.09367499999999998
2026-02-06,2026-02-06 02:00:00,2026-02-06 08:00:00,3,0.04829999999999998
2026-02-06,2026-02-06 03:00:00,2026-02-06 09:00:00,4,0.0625
2026-02-06,2026-02-06 04:00:00,2026-02-06 10:00:00,5,0.03321249999999999
2026-02-06,2026-02-06 05:00:00,2026-02-06 11:00:00,6,0.0625
2026-02-06,2026-02-06 06:00:00,2026-02-06 12:00:00,7,0.2204791666666667
2026-02-06,2026-02-06 07:00:00,2026-02-06 13:00:00,8,0.5793916666666669
2026-02-06,2026-02-06 08:00:00,2026-02-06 14:00:00,9,0.9554375
2026-02-06,2026-02-06 09:00:00,2026-02-06 15:00:00,10,0.9763208333333333
2026-02-06,2026-02-06 10:00:00,2026-02-06 16:00:00,11,0.9797875
2026-02-06,2026-02-06 11:00:00,2026-02-06 17:00:00,12,0.9803499999999999
2026-02-06,2026-02-06 12:00:00,2026-02-06 18:00:00,13,0.9816666666666666
2026-02-06,2026-02-06 13:00:00,2026-02-06 19:00:00,14,0.9812666666666666
2026-02-06,2026-02-06 14:00:00,2026-02-06 20:00:00,15,0.98
2026-02-06,2026-02-06 15:00:00,2026-02-06 21:00:00,16,0.98
2026-02-06,2026-02-06 16:00:00,2026-02-06 22:00:00,17,0.9787583333333334
2026-02-06,2026-02-06 17:00:00,2026-02-06 23:00:00,18,0.974975
2026-02-06,2026-02-06 18:00:00,2026-02-07 00:00:00,19,0.9675416666666666
2026-02-06,2026-02-06 19:00:00,2026-02-07 01:00:00,20,0.9431875000000001
2026-02-06,2026-02-06 20:00:00,2026-02-07 02:00:00,21,0.8480250000000001
2026-02-06,2026-02-06 21:00:00,2026-02-07 03:00:00,22,0.4815583333333334
2026-02-06,2026-02-06 22:00:00,2026-02-07 04:00:00,23,0.30743750000000003
2026-02-06,2026-02-06 23:00:00,2026-02-07 05:00:00,24,0.23037291666666662
2026-02-06,2026-02-07 00:00:00,2026-02-07 06:00:00,25,0.12432291666666667
2026-02-06,2026-02-07 01:00:00,2026-02-07 07:00:00,26,0.03532083333333333
2026-02-06,2026-02-07 02:00:00,2026-02-07 08:00:00,27,0.020833333333333336
2026-02-06,2026-02-07 03:00:00,2026-02-07 09:00:00,28,0.022270833333333337
2026-02-06,2026-02-07 04:00:00,2026-02-07 10:00:00,29,0.05601041666666666
2026-02-06,2026-02-07 05:00:00,2026-02-07 11:00:00,30,0.15707291666666676
2026-02-06,2026-02-07 06:00:00,2026-02-07 12:00:00,31,0.26195833333333335
2026-02-06,2026-02-07 07:00:00,2026-02-07 13:00:00,32,0.27812499999999996
2026-02-06,2026-02-07 08:00:00,2026-02-07 14:00:00,33,0.2757
2026-02-06,2026-02-07 09:00:00,2026-02-07 15:00:00,34,0.21989166666666662
