issue_time,target_time,target_time_local,lead_hour,power_pred
2026-02-02,2026-02-02 15:00:00,2026-02-02 21:00:00,16,0.1381992651711302
2026-02-02,2026-02-02 16:00:00,2026-02-02 22:00:00,17,0.13774911734764358
2026-02-02,2026-02-02 17:00:00,2026-02-02 23:00:00,18,0.12014880312116628
2026-02-02,2026-02-02 18:00:00,2026-02-03 00:00:00,19,0.13545809710451887
2026-02-02,2026-02-02 19:00:00,2026-02-03 01:00:00,20,0.1524682446307968
2026-02-02,2026-02-02 20:00:00,2026-02-03 02:00:00,21,0.17741096725826702
2026-02-02,2026-02-02 21:00:00,2026-02-03 03:00:00,22,0.15671508572201745
2026-02-02,2026-02-02 22:00:00,2026-02-03 04:00:00,23,0.19272913740971911
2026-02-02,2026-02-02 23:00:00,2026-02-03 05:00:00,24,0.23846868370124144
2026-02-02,2026-02-03 00:00:00,2026-02-03 06:00:00,25,0.24641287067962844
2026-02-02,2026-02-03 01:00:00,2026-02-03 07:00:00,26,0.15921370549474193
2026-02-02,2026-02-03 02:00:00,2026-02-03 08:00:00,27,0.11393075481656291
2026-02-02,2026-02-03 03:00:00,2026-02-03 09:00:00,28,0.0735218767750049
2026-02-02,2026-02-03 04:00:00,2026-02-03 10:00:00,29,0.04712696464164835
2026-02-02,2026-02-03 05:00:00,2026-02-03 11:00:00,30,0.04227269895436279
2026-02-02,2026-02-03 06:00:00,2026-02-03 12:00:00,31,0.043094631734555175
2026-02-02,2026-02-03 07:00:00,2026-02-03 13:00:00,32,0.02970033761445118
2026-02-02,2026-02-03 08:00:00,2026-02-03 14:00:00,33,0.019325186205929056
2026-02-02,2026-02-03 09:00:00,2026-02-03 15:00:00,34,0.023492698296681876
2026-02-02,2026-02-03 10:00:00,2026-02-03 16:00:00,35,0.04185442915572265
2026-02-02,2026-02-03 11:00:00,2026-02-03 17:00:00,36,0.05036325657310784
2026-02-02,2026-02-03 12:00:00,2026-02-03 18:00:00,37,0.10220870447723618
2026-02-02,2026-02-03 13:00:00,2026-02-03 19:00:00,38,0.28234480184523314
2026-02-02,2026-02-03 14:00:00,2026-02-03 20:00:00,39,0.3299705478903165
2026-02-02,2026-02-03 15:00:00,2026-02-03 21:00:00,40,0.295065047862811
2026-02-02,2026-02-03 16:00:00,2026-02-03 22:00:00,41,0.1892973260346402
2026-02-02,2026-02-03 17:00:00,2026-02-03 23:00:00,42,0.25586013166987975
2026-02-02,2026-02-03 18:00:00,2026-02-04 00:00:00,43,0.2924750067253348
2026-02-02,2026-02-03 19:00:00,2026-02-04 01:00:00,44,0.2710807754551469
2026-02-02,2026-02-03 20:00:00,2026-02-04 02:00:00,45,0.22275124227799167
2026-02-02,2026-02-03 21:00:00,2026-02-04 03:00:00,46,0.24619456680753007
2026-02-02,2026-02-03 22:00:00,2026-02-04 04:00:00,47,0.28497987798024615
2026-02-02,2026-02-03 23:00:00,2026-02-04 05:00:00,48,0.27459424685203276
2026-02-03,2026-02-03 00:00:00,2026-02-03 06:00:00,1,0.36099257356995434
2026-02-03,2026-02-03 01:00:00,2026-02-03 07:00:00,2,0.14296664984585064
2026-02-03,2026-02-03 02:00:00,2026-02-03 08:00:00,3,0.0711811854872568
2026-02-03,2026-02-03 03:00:00,2026-02-03 09:00:00,4,0.08022490750546837
2026-02-03,2026-02-03 04:00:00,2026-02-03 10:00:00,5,0.044249349571467936
2026-02-03,2026-02-03 05:00:00,2026-02-03 11:00:00,6,0.03859684824749142
2026-02-03,2026-02-03 06:00:00,2026-02-03 12:00:00,7,0.03263568373221783
2026-02-03,2026-02-03 07:00:00,2026-02-03 13:00:00,8,0.02510368543841958
2026-02-03,2026-02-03 08:00:00,2026-02-03 14:00:00,9,0.025704970482225167
2026-02-03,2026-02-03 09:00:00,2026-02-03 15:00:00,10,0.020830431607856772
2026-02-03,2026-02-03 10:00:00,2026-02-03 16:00:00,11,0.05295376141022149
2026-02-03,2026-02-03 11:00:00,2026-02-03 17:00:00,12,0.1501759841117121
2026-02-03,2026-02-03 12:00:00,2026-02-03 18:00:00,13,0.25669029947510963
2026-02-03,2026-02-03 13:00:00,2026-02-03 19:00:00,14,0.3472392961592698
2026-02-03,2026-02-03 14:00:00,2026-02-03 20:00:00,15,0.3639447358383232
2026-02-03,2026-02-03 15:00:00,2026-02-03 21:00:00,16,0.38531297232746853
2026-02-03,2026-02-03 16:00:00,2026-02-03 22:00:00,17,0.2686889901678984
2026-02-03,2026-02-03 17:00:00,2026-02-03 23:00:00,18,0.22447421319552333
2026-02-03,2026-02-03 18:00:00,2026-02-04 00:00:00,19,0.21758154890224576
2026-02-03,2026-02-03 19:00:00,2026-02-04 01:00:00,20,0.21759407737732858
2026-02-03,2026-02-03 20:00:00,2026-02-04 02:00:00,21,0.18450817545671636
2026-02-03,2026-02-03 21:00:00,2026-02-04 03:00:00,22,0.2921434473197376
2026-02-03,2026-02-03 22:00:00,2026-02-04 04:00:00,23,0.3603970928659776
2026-02-03,2026-02-03 23:00:00,2026-02-04 05:00:00,24,0.3332795135137073
2026-02-03,2026-02-04 00:00:00,2026-02-04 06:00:00,25,0.41910895657412406
2026-02-03,2026-02-04 01:00:00,2026-02-04 07:00:00,26,0.40996861441153803
2026-02-03,2026-02-04 02:00:00,2026-02-04 08:00:00,27,0.355650258759303
2026-02-03,2026-02-04 03:00:00,2026-02-04 09:00:00,28,0.2697941171048501
2026-02-03,2026-02-04 04:00:00,2026-02-04 10:00:00,29,0.2188030215476601
2026-02-03,2026-02-04 05:00:00,2026-02-04 11:00:00,30,0.1770443212729447
2026-02-03,2026-02-04 06:00:00,2026-02-04 12:00:00,31,0.09731854406782113
2026-02-03,2026-02-04 07:00:00,2026-02-04 13:00:00,32,0.07095700958311901
2026-02-03,2026-02-04 08:00:00,2026-02-04 14:00:00,33,0.08250243881947046
2026-02-03,2026-02-04 09:00:00,2026-02-04 15:00:00,34,0.08585116353569817
2026-02-03,2026-02-04 10:00:00,2026-02-04 16:00:00,35,0.09451515441354298
2026-02-03,2026-02-04 11:00:00,2026-02-04 17:00:00,36,0.039067515070965605
2026-02-03,2026-02-04 12:00:00,2026-02-04 18:00:00,37,0.05206850720436506
2026-02-03,2026-02-04 13:00:00,2026-02-04 19:00:00,38,0.09553868489513706
2026-02-03,2026-02-04 14:00:00,2026-02-04 20:00:00,39,0.33251433378471473
2026-02-03,2026-02-04 15:00:00,2026-02-04 21:00:00,40,0.7368246087406191
2026-02-03,2026-02-04 16:00:00,2026-02-04 22:00:00,41,0.29130428829294996
2026-02-03,2026-02-04 17:00:00,2026-02-04 23:00:00,42,0.45586641327389893
2026-02-03,2026-02-04 18:00:00,2026-02-05 00:00:00,43,0.5043831903805504
2026-02-03,2026-02-04 19:00:00,2026-02-05 01:00:00,44,0.5177754558687613
2026-02-03,2026-02-04 20:00:00,2026-02-05 02:00:00,45,0.7231230022893127
2026-02-03,2026-02-04 21:00:00,2026-02-05 03:00:00,46,0.7192051583085344
2026-02-03,2026-02-04 22:00:00,2026-02-05 04:00:00,47,0.7462737495507167
2026-02-03,2026-02-04 23:00:00,2026-02-05 05:00:00,48,0.9370806723175759
2026-02-04,2026-02-04 00:00:00,2026-02-04 06:00:00,1,0.6244301956858574
2026-02-04,2026-02-04 01:00:00,2026-02-04 07:00:00,2,0.48570841454488445
2026-02-04,2026-02-04 02:00:00,2026-02-04 08:00:00,3,0.3163366892322806
2026-02-04,2026-02-04 03:00:00,2026-02-04 09:00:00,4,0.20158167041189565
2026-02-04,2026-02-04 04:00:00,2026-02-04 10:00:00,5,0.15596575630235135
2026-02-04,2026-02-04 05:00:00,2026-02-04 11:00:00,6,0.11165603659263984
2026-02-04,2026-02-04 06:00:00,2026-02-04 12:00:00,7,0.1030593760603153
2026-02-04,2026-02-04 07:00:00,2026-02-04 13:00:00,8,0.08502240062241878
2026-02-04,2026-02-04 08:00:00,2026-02-04 14:00:00,9,0.06774714140091906
2026-02-04,2026-02-04 09:00:00,2026-02-04 15:00:00,10,0.07790116509306104
2026-02-04,2026-02-04 10:00:00,2026-02-04 16:00:00,11,0.07938155970524521
2026-02-04,2026-02-04 11:00:00,2026-02-04 17:00:00,12,0.03568937840031835
2026-02-04,2026-02-04 12:00:00,2026-02-04 18:00:00,13,0.04082003020477627
2026-02-04,2026-02-04 13:00:00,2026-02-04 19:00:00,14,0.2153538561624758
2026-02-04,2026-02-04 14:00:00,2026-02-04 20:00:00,15,0.4453175557760766
2026-02-04,2026-02-04 15:00:00,2026-02-04 21:00:00,16,0.7693804186312027
2026-02-04,2026-02-04 16:00:00,2026-02-04 22:00:00,17,0.8019190585474281
2026-02-04,2026-02-04 17:00:00,2026-02-04 23:00:00,18,0.7275481725297132
2026-02-04,2026-02-04 18:00:00,2026-02-05 00:00:00,19,0.778304512652127
2026-02-04,2026-02-04 19:00:00,2026-02-05 01:00:00,20,0.9241516285982874
2026-02-04,2026-02-04 20:00:00,2026-02-05 02:00:00,21,0.965434961959877
2026-02-04,2026-02-04 21:00:00,2026-02-05 03:00:00,22,0.9763064536388878
2026-02-04,2026-02-04 22:00:00,2026-02-05 04:00:00,23,0.9781014198367393
2026-02-04,2026-02-04 23:00:00,2026-02-05 05:00:00,24,0.964706353431427
2026-02-04,2026-02-05 00:00:00,2026-02-05 06:00:00,25,0.9687288055565954
2026-02-04,2026-02-05 01:00:00,2026-02-05 07:00:00,26,0.96627586889654
2026-02-04,2026-02-05 02:00:00,2026-02-05 08:00:00,27,0.9676988674430432
2026-02-04,2026-02-05 03:00:00,2026-02-05 09:00:00,28,0.9670107811816917
2026-02-04,2026-02-05 04:00:00,2026-02-05 10:00:00,29,0.9646954189180276
2026-02-04,2026-02-05 05:00:00,2026-02-05 11:00:00,30,0.9648471566948618
2026-02-04,2026-02-05 06:00:00,2026-02-05 12:00:00,31,0.9629499911515415
2026-02-04,2026-02-05 07:00:00,2026-02-05 13:00:00,32,0.9631741919455044
2026-02-04,2026-02-05 08:00:00,2026-02-05 14:00:00,33,0.9679120178648467
2026-02-04,2026-02-05 09:00:00,2026-02-05 15:00:00,34,0.9603652602617322
2026-02-04,2026-02-05 10:00:00,2026-02-05 16:00:00,35,0.9638237337016864
2026-02-04,2026-02-05 11:00:00,2026-02-05 17:00:00,36,0.97152366289515
2026-02-04,2026-02-05 12:00:00,2026-02-05 18:00:00,37,0.9600268389138479
2026-02-04,2026-02-05 13:00:00,2026-02-05 19:00:00,38,0.8906822368527845
2026-02-04,2026-02-05 14:00:00,2026-02-05 20:00:00,39,0.8495903078067704
2026-02-04,2026-02-05 15:00:00,2026-02-05 21:00:00,40,0.7894976119388117
2026-02-04,2026-02-05 16:00:00,2026-02-05 22:00:00,41,0.814764312368575
2026-02-04,2026-02-05 17:00:00,2026-02-05 23:00:00,42,0.6517377620889689
2026-02-04,2026-02-05 18:00:00,2026-02-06 00:00:00,43,0.521742766389867
2026-02-04,2026-02-05 19:00:00,2026-02-06 01:00:00,44,0.5014136337123611
2026-02-04,2026-02-05 20:00:00,2026-02-06 02:00:00,45,0.4506477481895826
2026-02-04,2026-02-05 21:00:00,2026-02-06 03:00:00,46,0.25463540988941696
2026-02-04,2026-02-05 22:00:00,2026-02-06 04:00:00,47,0.11543849295021813
2026-02-04,2026-02-05 23:00:00,2026-02-06 05:00:00,48,0.06705743805332645
2026-02-05,2026-02-05 00:00:00,2026-02-05 06:00:00,1,0.9605516572039444
2026-02-05,2026-02-05 01:00:00,2026-02-05 07:00:00,2,0.9656874319513141
2026-02-05,2026-02-05 02:00:00,2026-02-05 08:00:00,3,0.9663010652564115
2026-02-05,2026-02-05 03:00:00,2026-02-05 09:00:00,4,0.9648838281322464
2026-02-05,2026-02-05 04:00:00,2026-02-05 10:00:00,5,0.9615658625600241
2026-02-05,2026-02-05 05:00:00,2026-02-05 11:00:00,6,0.9653549871824728
2026-02-05,2026-02-05 06:00:00,2026-02-05 12:00:00,7,0.9633645617633583
2026-02-05,2026-02-05 07:00:00,2026-02-05 13:00:00,8,0.96168316873295
2026-02-05,2026-02-05 08:00:00,2026-02-05 14:00:00,9,0.9649777295618963
2026-02-05,2026-02-05 09:00:00,2026-02-05 15:00:00,10,0.9657784985846103
2026-02-05,2026-02-05 10:00:00,2026-02-05 16:00:00,11,0.9731529642273481
2026-02-05,2026-02-05 11:00:00,2026-02-05 17:00:00,12,0.9791592716110892
2026-02-05,2026-02-05 12:00:00,2026-02-05 18:00:00,13,0.8709481228106992
2026-02-05,2026-02-05 13:00:00,2026-02-05 19:00:00,14,0.814991998220504
2026-02-05,2026-02-05 14:00:00,2026-02-05 20:00:00,15,0.7973164366732516
2026-02-05,2026-02-05 15:00:00,2026-02-05 21:00:00,16,0.759478465840337
2026-02-05,2026-02-05 16:00:00,2026-02-05 22:00:00,17,0.6358433826562943
2026-02-05,2026-02-05 17:00:00,2026-02-05 23:00:00,18,0.4522165778939827
2026-02-05,2026-02-05 18:00:00,2026-02-06 00:00:00,19,0.4165008095274847
2026-02-05,2026-02-05 19:00:00,2026-02-06 01:00:00,20,0.440022053167701
2026-02-05,2026-02-05 20:00:00,2026-02-06 02:00:00,21,0.36832037915423826
2026-02-05,2026-02-05 21:00:00,2026-02-06 03:00:00,22,0.18294493839392081
2026-02-05,2026-02-05 22:00:00,2026-02-06 04:00:00,23,0.06831509188765524
2026-02-05,2026-02-05 23:00:00,2026-02-06 05:00:00,24,0.04591404442446773
2026-02-05,2026-02-06 00:00:00,2026-02-06 06:00:00,25,0.016072930827152644
2026-02-05,2026-02-06 01:00:00,2026-02-06 07:00:00,26,0.014395803923354551
2026-02-05,2026-02-06 02:00:00,2026-02-06 08:00:00,27,0.023334171599901855
2026-02-05,2026-02-06 03:00:00,2026-02-06 09:00:00,28,0.143964293767583
2026-02-05,2026-02-06 04:00:00,2026-02-06 10:00:00,29,0.17083663309731847
2026-02-05,2026-02-06 05:00:00,2026-02-06 11:00:00,30,0.4421490324553234
2026-02-05,2026-02-06 06:00:00,2026-02-06 12:00:00,31,0.5941343764485952
2026-02-05,2026-02-06 07:00:00,2026-02-06 13:00:00,32,0.7007823980518638
2026-02-05,2026-02-06 08:00:00,2026-02-06 14:00:00,33,0.9546184080676943
2026-02-05,2026-02-06 09:00:00,2026-02-06 15:00:00,34,0.9708969286772684
2026-02-05,2026-02-06 10:00:00,2026-02-06 16:00:00,35,0.9695628580135454
2026-02-05,2026-02-06 11:00:00,2026-02-06 17:00:00,36,0.9744884351615768
2026-02-05,2026-02-06 12:00:00,2026-02-06 18:00:00,37,0.9704908205031479
2026-02-05,2026-02-06 13:00:00,2026-02-06 19:00:00,38,0.975188434207131
2026-02-05,2026-02-06 14:00:00,2026-02-06 20:00:00,39,0.973144896595202
2026-02-05,2026-02-06 15:00:00,2026-02-06 21:00:00,40,0.9667277942810988
2026-02-05,2026-02-06 16:00:00,2026-02-06 22:00:00,41,0.9449325522727013
2026-02-05,2026-02-06 17:00:00,2026-02-06 23:00:00,42,0.8851072134667118
2026-02-05,2026-02-06 18:00:00,2026-02-07 00:00:00,43,0.8941614468991858
2026-02-05,2026-02-06 19:00:00,2026-02-07 01:00:00,44,0.681061799629218
2026-02-05,2026-02-06 20:00:00,2026-02-07 02:00:00,45,0.6092999944986439
2026-02-05,2026-02-06 21:00:00,2026-02-07 03:00:00,46,0.416187510197051
2026-02-05,2026-02-06 22:00:00,2026-02-07 04:00:00,47,0.4164606581014048
2026-02-05,2026-02-06 23:00:00,2026-02-07 05:00:00,48,0.3774877976667919
2026-02-06,2026-02-06 00:00:00,2026-02-06 06:00:00,1,0.06556570017206914
2026-02-06,2026-02-06 01:00:00,2026-02-06 07:00:00,2,0.04152383492284875
2026-02-06,2026-02-06 02:00:00,2026-02-06 08:00:00,3,0.037161932333975925
2026-02-06,2026-02-06 03:00:00,2026-02-06 09:00:00,4,0.020435771214191874
2026-02-06,2026-02-06 04:00:00,2026-02-06 10:00:00,5,0.032604067897054036
2026-02-06,2026-02-06 05:00:00,2026-02-06 11:00:00,6,0.04074458349913664
2026-02-06,2026-02-06 06:00:00,2026-02-06 12:00:00,7,0.16654252239258996
2026-02-06,2026-02-06 07:00:00,2026-02-06 13:00:00,8,0.5690798337768992
2026-02-06,2026-02-06 08:00:00,2026-02-06 14:00:00,9,0.92009024743861
2026-02-06,2026-02-06 09:00:00,2026-02-06 15:00:00,10,0.9710103107438629
2026-02-06,2026-02-06 10:00:00,2026-02-06 16:00:00,11,0.9711926358700821
2026-02-06,2026-02-06 11:00:00,2026-02-06 17:00:00,12,0.9680579534328121
2026-02-06,2026-02-06 12:00:00,2026-02-06 18:00:00,13,0.9693936283654607
2026-02-06,2026-02-06 13:00:00,2026-02-06 19:00:00,14,0.9686540991806654
2026-02-06,2026-02-06 14:00:00,2026-02-06 20:00:00,15,0.9761410816685386
2026-02-06,2026-02-06 15:00:00,2026-02-06 21:00:00,16,0.9726491292539152
2026-02-06,2026-02-06 16:00:00,2026-02-06 22:00:00,17,0.9684996983324912
2026-02-06,2026-02-06 17:00:00,2026-02-06 23:00:00,18,0.9681551022016686
2026-02-06,2026-02-06 18:00:00,2026-02-07 00:00:00,19,0.9861576210381316
2026-02-06,2026-02-06 19:00:00,2026-02-07 01:00:00,20,0.9839184802305299
2026-02-06,2026-02-06 20:00:00,2026-02-07 02:00:00,21,0.9276211663418028
2026-02-06,2026-02-06 21:00:00,2026-02-07 03:00:00,22,0.6970512996152411
2026-02-06,2026-02-06 22:00:00,2026-02-07 04:00:00,23,0.4698331574911575
2026-02-06,2026-02-06 23:00:00,2026-02-07 05:00:00,24,0.34801427262267615
2026-02-06,2026-02-07 00:00:00,2026-02-07 06:00:00,25,0.18888070430771245
2026-02-06,2026-02-07 01:00:00,2026-02-07 07:00:00,26,0.045744200357068124
2026-02-06,2026-02-07 02:00:00,2026-02-07 08:00:00,27,0.025151636648976235
2026-02-06,2026-02-07 03:00:00,2026-02-07 09:00:00,28,0.020465389506128424
2026-02-06,2026-02-07 04:00:00,2026-02-07 10:00:00,29,0.04344337571686522
